Date,Player,Points
1987-12-01,G.A. Gooch (ENG),247
1987-12-01,K.C. Wessels (AUS),243
1987-12-01,Shoaib Mohammad (PAK),232
1987-12-01,A.H. Shah (ZIM),231
1987-12-01,M.W. Gatting (ENG),230
1987-12-01,P.A. de Silva (SL),229
1987-12-01,D.N. Patel (NZ),227
1987-12-01,Salim Malik (PAK),227
1987-12-01,Javed Miandad (PAK),216
1987-12-01,E.J. Gray (NZ),216
1987-12-01,E.A. Brandes (ZIM),214
1987-12-01,M.P. Jarvis (ZIM),214
1987-12-01,M.R. Whitney (AUS),200
1987-12-01,Iqbal Qasim (PAK),193
1987-12-01,I.P. Butchart (ZIM),191
1987-12-01,A.P. Gurusinha (SL),190
1987-12-01,N.G.B. Cook (ENG),152
1987-12-01,G.K. Robertson (NZ),151
1987-12-01,Mansoor Akhtar (PAK),139
1987-12-01,Asif Mujtaba (PAK),129
1987-12-01,Jahangir Shah (BAN),126
1987-12-01,Ghulam Farooq (BAN),106
1987-12-01,K. Srikkanth (IND),101
1987-12-01,C.P.H. Ramanayake (SL),100
1987-12-01,Ghulam Nowsher (BAN),79
1987-12-01,C.G. Greenidge (WI),78
1987-12-01,M.A.R. Samarasekera (SL),75
1987-12-01,Shakil Khan (PAK),74
1987-12-01,D.C. Boon (AUS),74
1987-12-01,Naved Anjum (PAK),66
1987-12-01,Gazi Ashraf (BAN),65
1987-12-01,R.B. Richardson (WI),63
1987-12-01,D.K. Morrison (NZ),49
1987-12-01,D.L. Haynes (WI),47
1988-01-01,Maninder Singh (IND),814
1988-01-01,M.D. Marshall (WI),812
1988-01-01,R.J. Hadlee (NZ),804
1988-01-01,Abdul Qadir (PAK),771
1988-01-01,Wasim Akram (PAK),768
1988-01-01,C.A. Walsh (WI),767
1988-01-01,E.J. Chatfield (NZ),763
1988-01-01,Imran Khan (PAK),761
1988-01-01,R.J. Shastri (IND),704
1988-01-01,Kapil Dev (IND),696
1988-01-01,J.E. Emburey (ENG),686
1988-01-01,N.A. Foster (ENG),685
1988-01-01,R.A. Harper (WI),685
1988-01-01,P.A.J. DeFreitas (ENG),685
1988-01-01,S.P. Davis (AUS),645
1988-01-01,S.P. O'Donnell (AUS),642
1988-01-01,G.F. Lawson (AUS),642
1988-01-01,C.J. McDermott (AUS),641
1988-01-01,S.R. Waugh (AUS),635
1988-01-01,B.A. Reid (AUS),627
1988-01-01,G.R.J. Matthews (AUS),621
1988-01-01,Tauseef Ahmed (PAK),617
1988-01-01,G.R. Dilley (ENG),609
1988-01-01,Mudassar Nazar (PAK),594
1988-01-01,I.T. Botham (ENG),593
1988-01-01,W.W. Davis (WI),568
1988-01-01,B.P. Patterson (WI),558
1988-01-01,V.J. Marks (ENG),549
1988-01-01,R.J. Ratnayake (SL),546
1988-01-01,M.C. Snedden (NZ),542
1988-01-01,I.V.A. Richards (WI),536
1988-01-01,C. Sharma (IND),531
1988-01-01,A.H. Gray (WI),529
1988-01-01,G.C. Small (ENG),511
1988-01-01,Salim Jaffer (PAK),504
1988-01-01,A. Ranatunga (SL),481
1988-01-01,C.G. Rackemann (AUS),478
1988-01-01,M. Prabhakar (IND),473
1988-01-01,W.K.M. Benjamin (WI),463
1988-01-01,E.A.E. Baptiste (WI),442
1988-01-01,E.E. Hemmings (ENG),431
1988-01-01,A.J. Traicos (SA),430
1988-01-01,J.R. Ratnayeke (SL),430
1988-01-01,J.G. Bracewell (NZ),430
1988-01-01,M. Amarnath (IND),427
1988-01-01,T.M. Alderman (AUS),419
1988-01-01,M.D. Crowe (NZ),406
1988-01-01,S.D. Anurasiri (SL),403
1988-01-01,Mohsin Kamal (PAK),377
1988-01-01,Manzoor Elahi (PAK),372
1988-01-01,D.R. Pringle (ENG),358
1988-01-01,W. Watson (NZ),350
1988-01-01,S.R. Gillespie (NZ),341
1988-01-01,C.L. Hooper (WI),332
1988-01-01,P.L. Taylor (AUS),324
1988-01-01,G.F. Labrooy (SL),319
1988-01-01,Sikander Bakht (PAK),317
1988-01-01,Zakir Khan (PAK),298
1988-01-01,S.H.U. Karnain (SL),278
1988-01-01,T.B.A. May (AUS),272
1988-01-01,K.N. Amalean (SL),272
1988-01-01,S. Jeganathan (SL),270
1988-01-01,M. Azharuddin (IND),269
1988-01-01,Ijaz Faqih (PAK),265
1988-01-01,A.R. Border (AUS),262
1988-01-01,D.J. Capel (ENG),254
1988-01-01,G.A. Gooch (ENG),247
1988-01-01,K.C. Wessels (AUS),243
1988-01-01,Shoaib Mohammad (PAK),232
1988-01-01,A.H. Shah (ZIM),231
1988-01-01,M.W. Gatting (ENG),230
1988-01-01,P.A. de Silva (SL),229
1988-01-01,D.N. Patel (NZ),227
1988-01-01,Salim Malik (PAK),227
1988-01-01,E.J. Gray (NZ),216
1988-01-01,Javed Miandad (PAK),216
1988-01-01,M.P. Jarvis (ZIM),214
1988-01-01,E.A. Brandes (ZIM),214
1988-01-01,M.R. Whitney (AUS),200
1988-01-01,Iqbal Qasim (PAK),193
1988-01-01,I.P. Butchart (ZIM),191
1988-01-01,A.P. Gurusinha (SL),190
1988-01-01,N.G.B. Cook (ENG),152
1988-01-01,G.K. Robertson (NZ),151
1988-01-01,Mansoor Akhtar (PAK),139
1988-01-01,Asif Mujtaba (PAK),129
1988-01-01,Jahangir Shah (BAN),126
1988-01-01,Arshad Ayub (IND),112
1988-01-01,Ghulam Farooq (BAN),106
1988-01-01,K. Srikkanth (IND),101
1988-01-01,C.P.H. Ramanayake (SL),100
1988-01-01,Ghulam Nowsher (BAN),79
1988-01-01,C.G. Greenidge (WI),78
1988-01-01,M.A.R. Samarasekera (SL),75
1988-01-01,D.C. Boon (AUS),74
1988-01-01,Naved Anjum (PAK),66
1988-01-01,Gazi Ashraf (BAN),65
1988-01-01,R.B. Richardson (WI),63
1988-01-01,A.D. Gaekwad (IND),50
1988-01-01,D.K. Morrison (NZ),49
1988-02-01,R.J. Hadlee (NZ),818
1988-02-01,Maninder Singh (IND),801
1988-02-01,M.D. Marshall (WI),788
1988-02-01,E.J. Chatfield (NZ),784
1988-02-01,Abdul Qadir (PAK),771
1988-02-01,Wasim Akram (PAK),768
1988-02-01,C.A. Walsh (WI),761
1988-02-01,Imran Khan (PAK),761
1988-02-01,S.P. Davis (AUS),707
1988-02-01,Kapil Dev (IND),699
1988-02-01,J.E. Emburey (ENG),686
1988-02-01,P.A.J. DeFreitas (ENG),685
1988-02-01,N.A. Foster (ENG),685
1988-02-01,B.P. Patterson (WI),672
1988-02-01,C.J. McDermott (AUS),669
1988-02-01,R.A. Harper (WI),665
1988-02-01,S.R. Waugh (AUS),651
1988-02-01,R.J. Shastri (IND),650
1988-02-01,Tauseef Ahmed (PAK),617
1988-02-01,S.P. O'Donnell (AUS),611
1988-02-01,G.F. Lawson (AUS),611
1988-02-01,G.R. Dilley (ENG),609
1988-02-01,B.A. Reid (AUS),596
1988-02-01,Mudassar Nazar (PAK),594
1988-02-01,I.T. Botham (ENG),593
1988-02-01,G.R.J. Matthews (AUS),590
1988-02-01,M.C. Snedden (NZ),574
1988-02-01,I.V.A. Richards (WI),571
1988-02-01,W.W. Davis (WI),562
1988-02-01,W.K.M. Benjamin (WI),557
1988-02-01,V.J. Marks (ENG),549
1988-02-01,R.J. Ratnayake (SL),525
1988-02-01,C. Sharma (IND),522
1988-02-01,A.H. Gray (WI),514
1988-02-01,J.R. Ratnayeke (SL),512
1988-02-01,G.C. Small (ENG),511
1988-02-01,P.L. Taylor (AUS),504
1988-02-01,Salim Jaffer (PAK),504
1988-02-01,A. Ranatunga (SL),495
1988-02-01,A.I.C. Dodemaide (AUS),485
1988-02-01,M. Amarnath (IND),482
1988-02-01,E.A.E. Baptiste (WI),473
1988-02-01,J.G. Bracewell (NZ),461
1988-02-01,M. Prabhakar (IND),459
1988-02-01,C.G. Rackemann (AUS),455
1988-02-01,G.F. Labrooy (SL),445
1988-02-01,E.E. Hemmings (ENG),431
1988-02-01,A.J. Traicos (SA),430
1988-02-01,T.M. Alderman (AUS),398
1988-02-01,S.D. Anurasiri (SL),387
1988-02-01,W. Watson (NZ),385
1988-02-01,Mohsin Kamal (PAK),377
1988-02-01,M.D. Crowe (NZ),375
1988-02-01,Manzoor Elahi (PAK),372
1988-02-01,D.R. Pringle (ENG),358
1988-02-01,M.R. Whitney (AUS),357
1988-02-01,C.P.H. Ramanayake (SL),354
1988-02-01,P.A. de Silva (SL),323
1988-02-01,Sikander Bakht (PAK),317
1988-02-01,T.B.A. May (AUS),314
1988-02-01,Arshad Ayub (IND),302
1988-02-01,Zakir Khan (PAK),298
1988-02-01,C.L. Hooper (WI),285
1988-02-01,S.H.U. Karnain (SL),267
1988-02-01,Ijaz Faqih (PAK),265
1988-02-01,M. Azharuddin (IND),262
1988-02-01,K.N. Amalean (SL),257
1988-02-01,D.J. Capel (ENG),254
1988-02-01,G.A. Gooch (ENG),247
1988-02-01,A.R. Border (AUS),233
1988-02-01,Shoaib Mohammad (PAK),232
1988-02-01,K.C. Wessels (AUS),231
1988-02-01,A.H. Shah (ZIM),231
1988-02-01,M.W. Gatting (ENG),230
1988-02-01,Salim Malik (PAK),227
1988-02-01,Javed Miandad (PAK),216
1988-02-01,E.A. Brandes (ZIM),214
1988-02-01,M.P. Jarvis (ZIM),214
1988-02-01,E.A.R. de Silva (SL),211
1988-02-01,D.N. Patel (NZ),207
1988-02-01,K. Srikkanth (IND),207
1988-02-01,E.J. Gray (NZ),205
1988-02-01,A.P. Gurusinha (SL),194
1988-02-01,Iqbal Qasim (PAK),193
1988-02-01,I.P. Butchart (ZIM),191
1988-02-01,D.K. Morrison (NZ),190
1988-02-01,N.D. Hirwani (IND),182
1988-02-01,S.K. Sharma (IND),160
1988-02-01,N.G.B. Cook (ENG),152
1988-02-01,G.K. Robertson (NZ),143
1988-02-01,Mansoor Akhtar (PAK),139
1988-02-01,Asif Mujtaba (PAK),129
1988-02-01,Jahangir Shah (BAN),126
1988-02-01,Ghulam Farooq (BAN),106
1988-02-01,W.V. Raman (IND),99
1988-02-01,M.A.R. Samarasekera (SL),95
1988-02-01,Ghulam Nowsher (BAN),79
1988-02-01,C.G. Greenidge (WI),78
1988-02-01,D.C. Boon (AUS),76
1988-02-01,K.R. Rutherford (NZ),72
1988-03-01,R.J. Hadlee (NZ),818
1988-03-01,Maninder Singh (IND),801
1988-03-01,M.D. Marshall (WI),788
1988-03-01,E.J. Chatfield (NZ),784
1988-03-01,Abdul Qadir (PAK),771
1988-03-01,Wasim Akram (PAK),768
1988-03-01,C.A. Walsh (WI),761
1988-03-01,Imran Khan (PAK),761
1988-03-01,S.P. Davis (AUS),704
1988-03-01,Kapil Dev (IND),699
1988-03-01,P.A.J. DeFreitas (ENG),684
1988-03-01,N.A. Foster (ENG),682
1988-03-01,J.E. Emburey (ENG),681
1988-03-01,B.P. Patterson (WI),672
1988-03-01,C.J. McDermott (AUS),666
1988-03-01,R.A. Harper (WI),665
1988-03-01,S.R. Waugh (AUS),653
1988-03-01,R.J. Shastri (IND),650
1988-03-01,Tauseef Ahmed (PAK),617
1988-03-01,S.P. O'Donnell (AUS),608
1988-03-01,G.F. Lawson (AUS),608
1988-03-01,G.R. Dilley (ENG),606
1988-03-01,Mudassar Nazar (PAK),594
1988-03-01,B.A. Reid (AUS),593
1988-03-01,I.T. Botham (ENG),590
1988-03-01,G.R.J. Matthews (AUS),587
1988-03-01,M.C. Snedden (NZ),574
1988-03-01,I.V.A. Richards (WI),571
1988-03-01,W.K.M. Benjamin (WI),557
1988-03-01,V.J. Marks (ENG),547
1988-03-01,R.J. Ratnayake (SL),525
1988-03-01,C. Sharma (IND),522
1988-03-01,A.H. Gray (WI),514
1988-03-01,J.R. Ratnayeke (SL),512
1988-03-01,G.C. Small (ENG),509
1988-03-01,P.L. Taylor (AUS),505
1988-03-01,Salim Jaffer (PAK),504
1988-03-01,A.I.C. Dodemaide (AUS),502
1988-03-01,A. Ranatunga (SL),495
1988-03-01,M. Amarnath (IND),482
1988-03-01,E.A.E. Baptiste (WI),473
1988-03-01,J.G. Bracewell (NZ),461
1988-03-01,M. Prabhakar (IND),459
1988-03-01,C.G. Rackemann (AUS),453
1988-03-01,G.F. Labrooy (SL),445
1988-03-01,A.J. Traicos (SA),430
1988-03-01,E.E. Hemmings (ENG),429
1988-03-01,T.M. Alderman (AUS),396
1988-03-01,M.R. Whitney (AUS),393
1988-03-01,S.D. Anurasiri (SL),387
1988-03-01,W. Watson (NZ),385
1988-03-01,Mohsin Kamal (PAK),377
1988-03-01,M.D. Crowe (NZ),375
1988-03-01,Manzoor Elahi (PAK),372
1988-03-01,D.R. Pringle (ENG),357
1988-03-01,C.P.H. Ramanayake (SL),354
1988-03-01,P.A. de Silva (SL),323
1988-03-01,Sikander Bakht (PAK),317
1988-03-01,T.B.A. May (AUS),313
1988-03-01,Arshad Ayub (IND),302
1988-03-01,Zakir Khan (PAK),298
1988-03-01,D.J. Capel (ENG),287
1988-03-01,C.L. Hooper (WI),285
1988-03-01,S.H.U. Karnain (SL),267
1988-03-01,Ijaz Faqih (PAK),265
1988-03-01,M. Azharuddin (IND),262
1988-03-01,K.N. Amalean (SL),257
1988-03-01,G.A. Gooch (ENG),246
1988-03-01,Shoaib Mohammad (PAK),232
1988-03-01,A.R. Border (AUS),231
1988-03-01,A.H. Shah (ZIM),231
1988-03-01,K.C. Wessels (AUS),230
1988-03-01,M.W. Gatting (ENG),229
1988-03-01,Salim Malik (PAK),227
1988-03-01,Javed Miandad (PAK),216
1988-03-01,M.P. Jarvis (ZIM),214
1988-03-01,E.A. Brandes (ZIM),214
1988-03-01,E.A.R. de Silva (SL),211
1988-03-01,D.N. Patel (NZ),207
1988-03-01,K. Srikkanth (IND),207
1988-03-01,E.J. Gray (NZ),205
1988-03-01,A.P. Gurusinha (SL),194
1988-03-01,Iqbal Qasim (PAK),193
1988-03-01,I.P. Butchart (ZIM),191
1988-03-01,D.K. Morrison (NZ),190
1988-03-01,N.D. Hirwani (IND),182
1988-03-01,S.K. Sharma (IND),160
1988-03-01,N.G.B. Cook (ENG),151
1988-03-01,G.K. Robertson (NZ),143
1988-03-01,Mansoor Akhtar (PAK),139
1988-03-01,Asif Mujtaba (PAK),129
1988-03-01,Jahangir Shah (BAN),126
1988-03-01,Ghulam Farooq (BAN),106
1988-03-01,W.V. Raman (IND),99
1988-03-01,M.A.R. Samarasekera (SL),95
1988-03-01,Ghulam Nowsher (BAN),79
1988-03-01,P.W. Jarvis (ENG),78
1988-03-01,C.G. Greenidge (WI),78
1988-03-01,D.C. Boon (AUS),76
1988-03-01,K.R. Rutherford (NZ),72
1988-04-01,Maninder Singh (IND),789
1988-04-01,R.J. Hadlee (NZ),781
1988-04-01,M.D. Marshall (WI),773
1988-04-01,E.J. Chatfield (NZ),745
1988-04-01,Abdul Qadir (PAK),740
1988-04-01,C.A. Walsh (WI),739
1988-04-01,Kapil Dev (IND),731
1988-04-01,Wasim Akram (PAK),731
1988-04-01,Imran Khan (PAK),715
1988-04-01,P.A.J. DeFreitas (ENG),706
1988-04-01,B.P. Patterson (WI),679
1988-04-01,J.E. Emburey (ENG),672
1988-04-01,N.A. Foster (ENG),668
1988-04-01,C.J. McDermott (AUS),666
1988-04-01,S.R. Waugh (AUS),653
1988-04-01,R.J. Shastri (IND),651
1988-04-01,R.A. Harper (WI),648
1988-04-01,G.F. Lawson (AUS),608
1988-04-01,S.P. O'Donnell (AUS),608
1988-04-01,M.C. Snedden (NZ),605
1988-04-01,W.K.M. Benjamin (WI),599
1988-04-01,Tauseef Ahmed (PAK),599
1988-04-01,G.R. Dilley (ENG),594
1988-04-01,B.A. Reid (AUS),593
1988-04-01,G.R.J. Matthews (AUS),587
1988-04-01,A.H. Gray (WI),586
1988-04-01,I.T. Botham (ENG),579
1988-04-01,Mudassar Nazar (PAK),577
1988-04-01,J.R. Ratnayeke (SL),560
1988-04-01,I.V.A. Richards (WI),549
1988-04-01,V.J. Marks (ENG),536
1988-04-01,C. Sharma (IND),528
1988-04-01,W. Watson (NZ),525
1988-04-01,R.J. Ratnayake (SL),517
1988-04-01,P.L. Taylor (AUS),505
1988-04-01,A.I.C. Dodemaide (AUS),502
1988-04-01,G.C. Small (ENG),499
1988-04-01,Salim Jaffer (PAK),483
1988-04-01,A. Ranatunga (SL),479
1988-04-01,M. Amarnath (IND),466
1988-04-01,E.A.E. Baptiste (WI),461
1988-04-01,C.G. Rackemann (AUS),453
1988-04-01,M. Prabhakar (IND),452
1988-04-01,A.J. Traicos (SA),430
1988-04-01,G.F. Labrooy (SL),430
1988-04-01,J.G. Bracewell (NZ),426
1988-04-01,E.E. Hemmings (ENG),420
1988-04-01,T.M. Alderman (AUS),396
1988-04-01,M.R. Whitney (AUS),393
1988-04-01,S.D. Anurasiri (SL),390
1988-04-01,C.E.L. Ambrose (WI),376
1988-04-01,N.D. Hirwani (IND),371
1988-04-01,Mohsin Kamal (PAK),368
1988-04-01,P.A. de Silva (SL),367
1988-04-01,Manzoor Elahi (PAK),363
1988-04-01,C.P.H. Ramanayake (SL),361
1988-04-01,M.D. Crowe (NZ),357
1988-04-01,D.J. Capel (ENG),351
1988-04-01,D.R. Pringle (ENG),349
1988-04-01,Arshad Ayub (IND),339
1988-04-01,P.W. Jarvis (ENG),323
1988-04-01,C.L. Hooper (WI),315
1988-04-01,T.B.A. May (AUS),313
1988-04-01,Sikander Bakht (PAK),309
1988-04-01,D.N. Patel (NZ),301
1988-04-01,Zakir Khan (PAK),299
1988-04-01,C.M. Kuggeleijn (NZ),291
1988-04-01,M. Azharuddin (IND),274
1988-04-01,S.H.U. Karnain (SL),263
1988-04-01,E.A.R. de Silva (SL),253
1988-04-01,Salim Malik (PAK),251
1988-04-01,G.A. Gooch (ENG),241
1988-04-01,N.V. Radford (ENG),239
1988-04-01,Shoaib Mohammad (PAK),237
1988-04-01,Haafiz Shahid (PAK),235
1988-04-01,M.W. Gatting (ENG),232
1988-04-01,A.H. Shah (ZIM),231
1988-04-01,A.R. Border (AUS),231
1988-04-01,K.C. Wessels (AUS),230
1988-04-01,K.R. Rutherford (NZ),225
1988-04-01,Javed Miandad (PAK),215
1988-04-01,M.P. Jarvis (ZIM),214
1988-04-01,E.A. Brandes (ZIM),214
1988-04-01,D.K. Morrison (NZ),213
1988-04-01,S.K. Sharma (IND),209
1988-04-01,K. Srikkanth (IND),206
1988-04-01,E.J. Gray (NZ),197
1988-04-01,A.P. Gurusinha (SL),195
1988-04-01,I.P. Butchart (ZIM),191
1988-04-01,Iqbal Qasim (PAK),188
1988-04-01,Naved Anjum (PAK),173
1988-04-01,N.G.B. Cook (ENG),148
1988-04-01,G.K. Robertson (NZ),138
1988-04-01,Mansoor Akhtar (PAK),135
1988-04-01,W.V. Raman (IND),127
1988-04-01,Asif Mujtaba (PAK),126
1988-04-01,Jahangir Shah (BAN),126
1988-04-01,Ghulam Farooq (BAN),106
1988-04-01,M.A.R. Samarasekera (SL),93
1988-04-01,C.G. Greenidge (WI),79
1988-05-01,Maninder Singh (IND),789
1988-05-01,R.J. Hadlee (NZ),781
1988-05-01,M.D. Marshall (WI),773
1988-05-01,E.J. Chatfield (NZ),745
1988-05-01,Abdul Qadir (PAK),740
1988-05-01,C.A. Walsh (WI),739
1988-05-01,Kapil Dev (IND),731
1988-05-01,Wasim Akram (PAK),731
1988-05-01,Imran Khan (PAK),715
1988-05-01,P.A.J. DeFreitas (ENG),706
1988-05-01,B.P. Patterson (WI),679
1988-05-01,J.E. Emburey (ENG),672
1988-05-01,N.A. Foster (ENG),668
1988-05-01,C.J. McDermott (AUS),666
1988-05-01,S.R. Waugh (AUS),653
1988-05-01,R.J. Shastri (IND),651
1988-05-01,R.A. Harper (WI),648
1988-05-01,G.F. Lawson (AUS),608
1988-05-01,S.P. O'Donnell (AUS),608
1988-05-01,M.C. Snedden (NZ),605
1988-05-01,W.K.M. Benjamin (WI),599
1988-05-01,Tauseef Ahmed (PAK),599
1988-05-01,G.R. Dilley (ENG),594
1988-05-01,B.A. Reid (AUS),593
1988-05-01,G.R.J. Matthews (AUS),587
1988-05-01,A.H. Gray (WI),586
1988-05-01,I.T. Botham (ENG),579
1988-05-01,Mudassar Nazar (PAK),577
1988-05-01,J.R. Ratnayeke (SL),560
1988-05-01,I.V.A. Richards (WI),549
1988-05-01,V.J. Marks (ENG),536
1988-05-01,C. Sharma (IND),528
1988-05-01,W. Watson (NZ),525
1988-05-01,R.J. Ratnayake (SL),517
1988-05-01,P.L. Taylor (AUS),505
1988-05-01,A.I.C. Dodemaide (AUS),502
1988-05-01,G.C. Small (ENG),499
1988-05-01,Salim Jaffer (PAK),483
1988-05-01,A. Ranatunga (SL),479
1988-05-01,M. Amarnath (IND),466
1988-05-01,E.A.E. Baptiste (WI),461
1988-05-01,C.G. Rackemann (AUS),453
1988-05-01,M. Prabhakar (IND),452
1988-05-01,A.J. Traicos (SA),430
1988-05-01,G.F. Labrooy (SL),430
1988-05-01,J.G. Bracewell (NZ),426
1988-05-01,E.E. Hemmings (ENG),420
1988-05-01,T.M. Alderman (AUS),396
1988-05-01,M.R. Whitney (AUS),393
1988-05-01,S.D. Anurasiri (SL),390
1988-05-01,C.E.L. Ambrose (WI),376
1988-05-01,N.D. Hirwani (IND),371
1988-05-01,Mohsin Kamal (PAK),368
1988-05-01,P.A. de Silva (SL),367
1988-05-01,Manzoor Elahi (PAK),363
1988-05-01,C.P.H. Ramanayake (SL),361
1988-05-01,M.D. Crowe (NZ),357
1988-05-01,D.J. Capel (ENG),351
1988-05-01,D.R. Pringle (ENG),349
1988-05-01,Arshad Ayub (IND),339
1988-05-01,P.W. Jarvis (ENG),323
1988-05-01,C.L. Hooper (WI),315
1988-05-01,T.B.A. May (AUS),313
1988-05-01,Sikander Bakht (PAK),309
1988-05-01,D.N. Patel (NZ),301
1988-05-01,Zakir Khan (PAK),299
1988-05-01,C.M. Kuggeleijn (NZ),291
1988-05-01,M. Azharuddin (IND),274
1988-05-01,S.H.U. Karnain (SL),263
1988-05-01,E.A.R. de Silva (SL),253
1988-05-01,Salim Malik (PAK),251
1988-05-01,G.A. Gooch (ENG),241
1988-05-01,N.V. Radford (ENG),239
1988-05-01,Shoaib Mohammad (PAK),237
1988-05-01,Haafiz Shahid (PAK),235
1988-05-01,M.W. Gatting (ENG),232
1988-05-01,A.H. Shah (ZIM),231
1988-05-01,A.R. Border (AUS),231
1988-05-01,K.C. Wessels (AUS),230
1988-05-01,K.R. Rutherford (NZ),225
1988-05-01,Javed Miandad (PAK),215
1988-05-01,M.P. Jarvis (ZIM),214
1988-05-01,E.A. Brandes (ZIM),214
1988-05-01,D.K. Morrison (NZ),213
1988-05-01,S.K. Sharma (IND),209
1988-05-01,K. Srikkanth (IND),206
1988-05-01,E.J. Gray (NZ),197
1988-05-01,A.P. Gurusinha (SL),195
1988-05-01,I.P. Butchart (ZIM),191
1988-05-01,Iqbal Qasim (PAK),188
1988-05-01,Naved Anjum (PAK),173
1988-05-01,N.G.B. Cook (ENG),148
1988-05-01,G.K. Robertson (NZ),138
1988-05-01,Mansoor Akhtar (PAK),135
1988-05-01,W.V. Raman (IND),127
1988-05-01,Asif Mujtaba (PAK),126
1988-05-01,Jahangir Shah (BAN),126
1988-05-01,Ghulam Farooq (BAN),106
1988-05-01,M.A.R. Samarasekera (SL),93
1988-05-01,C.G. Greenidge (WI),79
1988-06-01,Maninder Singh (IND),789
1988-06-01,R.J. Hadlee (NZ),781
1988-06-01,M.D. Marshall (WI),775
1988-06-01,E.J. Chatfield (NZ),745
1988-06-01,Abdul Qadir (PAK),740
1988-06-01,P.A.J. DeFreitas (ENG),737
1988-06-01,C.A. Walsh (WI),736
1988-06-01,Wasim Akram (PAK),731
1988-06-01,Kapil Dev (IND),731
1988-06-01,Imran Khan (PAK),715
1988-06-01,B.P. Patterson (WI),668
1988-06-01,C.J. McDermott (AUS),666
1988-06-01,N.A. Foster (ENG),658
1988-06-01,J.E. Emburey (ENG),656
1988-06-01,S.R. Waugh (AUS),653
1988-06-01,R.J. Shastri (IND),651
1988-06-01,R.A. Harper (WI),630
1988-06-01,S.P. O'Donnell (AUS),608
1988-06-01,G.F. Lawson (AUS),608
1988-06-01,M.C. Snedden (NZ),605
1988-06-01,Tauseef Ahmed (PAK),599
1988-06-01,G.C. Small (ENG),595
1988-06-01,B.A. Reid (AUS),593
1988-06-01,G.R.J. Matthews (AUS),587
1988-06-01,W.K.M. Benjamin (WI),586
1988-06-01,Mudassar Nazar (PAK),577
1988-06-01,A.H. Gray (WI),577
1988-06-01,I.T. Botham (ENG),570
1988-06-01,J.R. Ratnayeke (SL),560
1988-06-01,C. Sharma (IND),528
1988-06-01,V.J. Marks (ENG),528
1988-06-01,I.V.A. Richards (WI),525
1988-06-01,W. Watson (NZ),525
1988-06-01,R.J. Ratnayake (SL),517
1988-06-01,P.L. Taylor (AUS),505
1988-06-01,A.I.C. Dodemaide (AUS),502
1988-06-01,D.R. Pringle (ENG),498
1988-06-01,Salim Jaffer (PAK),483
1988-06-01,A. Ranatunga (SL),479
1988-06-01,M. Amarnath (IND),466
1988-06-01,E.A.E. Baptiste (WI),454
1988-06-01,C.G. Rackemann (AUS),453
1988-06-01,M. Prabhakar (IND),452
1988-06-01,G.F. Labrooy (SL),430
1988-06-01,A.J. Traicos (SA),430
1988-06-01,J.G. Bracewell (NZ),426
1988-06-01,E.E. Hemmings (ENG),414
1988-06-01,T.M. Alderman (AUS),396
1988-06-01,M.R. Whitney (AUS),393
1988-06-01,C.E.L. Ambrose (WI),392
1988-06-01,S.D. Anurasiri (SL),390
1988-06-01,N.D. Hirwani (IND),371
1988-06-01,Mohsin Kamal (PAK),368
1988-06-01,P.A. de Silva (SL),367
1988-06-01,Manzoor Elahi (PAK),363
1988-06-01,C.P.H. Ramanayake (SL),361
1988-06-01,M.D. Crowe (NZ),357
1988-06-01,D.J. Capel (ENG),346
1988-06-01,Arshad Ayub (IND),339
1988-06-01,C.L. Hooper (WI),335
1988-06-01,P.W. Jarvis (ENG),318
1988-06-01,T.B.A. May (AUS),313
1988-06-01,Sikander Bakht (PAK),309
1988-06-01,D.N. Patel (NZ),301
1988-06-01,Zakir Khan (PAK),299
1988-06-01,C.M. Kuggeleijn (NZ),291
1988-06-01,M. Azharuddin (IND),274
1988-06-01,N.V. Radford (ENG),266
1988-06-01,S.H.U. Karnain (SL),263
1988-06-01,E.A.R. de Silva (SL),253
1988-06-01,Salim Malik (PAK),251
1988-06-01,G.A. Gooch (ENG),249
1988-06-01,Shoaib Mohammad (PAK),237
1988-06-01,Haafiz Shahid (PAK),235
1988-06-01,A.R. Border (AUS),231
1988-06-01,A.H. Shah (ZIM),231
1988-06-01,M.W. Gatting (ENG),231
1988-06-01,K.C. Wessels (AUS),230
1988-06-01,K.R. Rutherford (NZ),225
1988-06-01,I.R. Bishop (WI),217
1988-06-01,Javed Miandad (PAK),215
1988-06-01,E.A. Brandes (ZIM),214
1988-06-01,M.P. Jarvis (ZIM),214
1988-06-01,D.K. Morrison (NZ),213
1988-06-01,S.K. Sharma (IND),209
1988-06-01,K. Srikkanth (IND),206
1988-06-01,E.J. Gray (NZ),197
1988-06-01,A.P. Gurusinha (SL),195
1988-06-01,I.P. Butchart (ZIM),191
1988-06-01,Iqbal Qasim (PAK),188
1988-06-01,Naved Anjum (PAK),173
1988-06-01,N.G.B. Cook (ENG),146
1988-06-01,G.K. Robertson (NZ),138
1988-06-01,Mansoor Akhtar (PAK),135
1988-06-01,W.V. Raman (IND),127
1988-06-01,Asif Mujtaba (PAK),126
1988-06-01,Jahangir Shah (BAN),126
1988-06-01,Ghulam Farooq (BAN),106
1988-06-01,M.A.R. Samarasekera (SL),93
1988-06-01,C.G. Greenidge (WI),80
