Date,Player,Points
1988-07-01,Maninder Singh (IND),789
1988-07-01,R.J. Hadlee (NZ),781
1988-07-01,M.D. Marshall (WI),775
1988-07-01,E.J. Chatfield (NZ),745
1988-07-01,Abdul Qadir (PAK),740
1988-07-01,P.A.J. DeFreitas (ENG),737
1988-07-01,C.A. Walsh (WI),736
1988-07-01,Wasim Akram (PAK),731
1988-07-01,Kapil Dev (IND),731
1988-07-01,Imran Khan (PAK),715
1988-07-01,B.P. Patterson (WI),668
1988-07-01,C.J. McDermott (AUS),666
1988-07-01,N.A. Foster (ENG),658
1988-07-01,J.E. Emburey (ENG),656
1988-07-01,S.R. Waugh (AUS),653
1988-07-01,R.J. Shastri (IND),651
1988-07-01,R.A. Harper (WI),630
1988-07-01,S.P. O'Donnell (AUS),608
1988-07-01,G.F. Lawson (AUS),608
1988-07-01,M.C. Snedden (NZ),605
1988-07-01,Tauseef Ahmed (PAK),599
1988-07-01,G.C. Small (ENG),595
1988-07-01,B.A. Reid (AUS),593
1988-07-01,G.R.J. Matthews (AUS),587
1988-07-01,W.K.M. Benjamin (WI),586
1988-07-01,Mudassar Nazar (PAK),577
1988-07-01,A.H. Gray (WI),577
1988-07-01,I.T. Botham (ENG),570
1988-07-01,J.R. Ratnayeke (SL),560
1988-07-01,C. Sharma (IND),528
1988-07-01,V.J. Marks (ENG),528
1988-07-01,I.V.A. Richards (WI),525
1988-07-01,W. Watson (NZ),525
1988-07-01,R.J. Ratnayake (SL),517
1988-07-01,P.L. Taylor (AUS),505
1988-07-01,A.I.C. Dodemaide (AUS),502
1988-07-01,D.R. Pringle (ENG),498
1988-07-01,Salim Jaffer (PAK),483
1988-07-01,A. Ranatunga (SL),479
1988-07-01,M. Amarnath (IND),466
1988-07-01,E.A.E. Baptiste (WI),454
1988-07-01,C.G. Rackemann (AUS),453
1988-07-01,M. Prabhakar (IND),452
1988-07-01,G.F. Labrooy (SL),430
1988-07-01,A.J. Traicos (SA),430
1988-07-01,J.G. Bracewell (NZ),426
1988-07-01,E.E. Hemmings (ENG),414
1988-07-01,T.M. Alderman (AUS),396
1988-07-01,M.R. Whitney (AUS),393
1988-07-01,C.E.L. Ambrose (WI),392
1988-07-01,S.D. Anurasiri (SL),390
1988-07-01,N.D. Hirwani (IND),371
1988-07-01,Mohsin Kamal (PAK),368
1988-07-01,P.A. de Silva (SL),367
1988-07-01,Manzoor Elahi (PAK),363
1988-07-01,C.P.H. Ramanayake (SL),361
1988-07-01,M.D. Crowe (NZ),357
1988-07-01,D.J. Capel (ENG),346
1988-07-01,Arshad Ayub (IND),339
1988-07-01,C.L. Hooper (WI),335
1988-07-01,P.W. Jarvis (ENG),318
1988-07-01,T.B.A. May (AUS),313
1988-07-01,Sikander Bakht (PAK),309
1988-07-01,D.N. Patel (NZ),301
1988-07-01,Zakir Khan (PAK),299
1988-07-01,C.M. Kuggeleijn (NZ),291
1988-07-01,M. Azharuddin (IND),274
1988-07-01,N.V. Radford (ENG),266
1988-07-01,S.H.U. Karnain (SL),263
1988-07-01,E.A.R. de Silva (SL),253
1988-07-01,Salim Malik (PAK),251
1988-07-01,G.A. Gooch (ENG),249
1988-07-01,Shoaib Mohammad (PAK),237
1988-07-01,Haafiz Shahid (PAK),235
1988-07-01,A.R. Border (AUS),231
1988-07-01,A.H. Shah (ZIM),231
1988-07-01,M.W. Gatting (ENG),231
1988-07-01,K.C. Wessels (AUS),230
1988-07-01,K.R. Rutherford (NZ),225
1988-07-01,I.R. Bishop (WI),217
1988-07-01,Javed Miandad (PAK),215
1988-07-01,E.A. Brandes (ZIM),214
1988-07-01,M.P. Jarvis (ZIM),214
1988-07-01,D.K. Morrison (NZ),213
1988-07-01,S.K. Sharma (IND),209
1988-07-01,K. Srikkanth (IND),206
1988-07-01,E.J. Gray (NZ),197
1988-07-01,A.P. Gurusinha (SL),195
1988-07-01,I.P. Butchart (ZIM),191
1988-07-01,Iqbal Qasim (PAK),188
1988-07-01,Naved Anjum (PAK),173
1988-07-01,N.G.B. Cook (ENG),146
1988-07-01,G.K. Robertson (NZ),138
1988-07-01,Mansoor Akhtar (PAK),135
1988-07-01,W.V. Raman (IND),127
1988-07-01,Asif Mujtaba (PAK),126
1988-07-01,Jahangir Shah (BAN),126
1988-07-01,Ghulam Farooq (BAN),106
1988-07-01,M.A.R. Samarasekera (SL),93
1988-07-01,C.G. Greenidge (WI),80
1988-08-01,Maninder Singh (IND),789
1988-08-01,R.J. Hadlee (NZ),781
1988-08-01,M.D. Marshall (WI),775
1988-08-01,E.J. Chatfield (NZ),745
1988-08-01,Abdul Qadir (PAK),740
1988-08-01,P.A.J. DeFreitas (ENG),737
1988-08-01,C.A. Walsh (WI),736
1988-08-01,Wasim Akram (PAK),731
1988-08-01,Kapil Dev (IND),731
1988-08-01,Imran Khan (PAK),715
1988-08-01,B.P. Patterson (WI),668
1988-08-01,C.J. McDermott (AUS),666
1988-08-01,N.A. Foster (ENG),658
1988-08-01,J.E. Emburey (ENG),656
1988-08-01,S.R. Waugh (AUS),653
1988-08-01,R.J. Shastri (IND),651
1988-08-01,R.A. Harper (WI),630
1988-08-01,S.P. O'Donnell (AUS),608
1988-08-01,G.F. Lawson (AUS),608
1988-08-01,M.C. Snedden (NZ),605
1988-08-01,Tauseef Ahmed (PAK),599
1988-08-01,G.C. Small (ENG),595
1988-08-01,B.A. Reid (AUS),593
1988-08-01,G.R.J. Matthews (AUS),587
1988-08-01,W.K.M. Benjamin (WI),586
1988-08-01,Mudassar Nazar (PAK),577
1988-08-01,A.H. Gray (WI),577
1988-08-01,I.T. Botham (ENG),570
1988-08-01,J.R. Ratnayeke (SL),560
1988-08-01,C. Sharma (IND),528
1988-08-01,V.J. Marks (ENG),528
1988-08-01,I.V.A. Richards (WI),525
1988-08-01,W. Watson (NZ),525
1988-08-01,R.J. Ratnayake (SL),517
1988-08-01,P.L. Taylor (AUS),505
1988-08-01,A.I.C. Dodemaide (AUS),502
1988-08-01,D.R. Pringle (ENG),498
1988-08-01,Salim Jaffer (PAK),483
1988-08-01,A. Ranatunga (SL),479
1988-08-01,M. Amarnath (IND),466
1988-08-01,E.A.E. Baptiste (WI),454
1988-08-01,C.G. Rackemann (AUS),453
1988-08-01,M. Prabhakar (IND),452
1988-08-01,G.F. Labrooy (SL),430
1988-08-01,A.J. Traicos (SA),430
1988-08-01,J.G. Bracewell (NZ),426
1988-08-01,E.E. Hemmings (ENG),414
1988-08-01,T.M. Alderman (AUS),396
1988-08-01,M.R. Whitney (AUS),393
1988-08-01,C.E.L. Ambrose (WI),392
1988-08-01,S.D. Anurasiri (SL),390
1988-08-01,N.D. Hirwani (IND),371
1988-08-01,Mohsin Kamal (PAK),368
1988-08-01,P.A. de Silva (SL),367
1988-08-01,Manzoor Elahi (PAK),363
1988-08-01,C.P.H. Ramanayake (SL),361
1988-08-01,M.D. Crowe (NZ),357
1988-08-01,D.J. Capel (ENG),346
1988-08-01,Arshad Ayub (IND),339
1988-08-01,C.L. Hooper (WI),335
1988-08-01,P.W. Jarvis (ENG),318
1988-08-01,T.B.A. May (AUS),313
1988-08-01,Sikander Bakht (PAK),309
1988-08-01,D.N. Patel (NZ),301
1988-08-01,Zakir Khan (PAK),299
1988-08-01,C.M. Kuggeleijn (NZ),291
1988-08-01,M. Azharuddin (IND),274
1988-08-01,N.V. Radford (ENG),266
1988-08-01,S.H.U. Karnain (SL),263
1988-08-01,E.A.R. de Silva (SL),253
1988-08-01,Salim Malik (PAK),251
1988-08-01,G.A. Gooch (ENG),249
1988-08-01,Shoaib Mohammad (PAK),237
1988-08-01,Haafiz Shahid (PAK),235
1988-08-01,A.R. Border (AUS),231
1988-08-01,A.H. Shah (ZIM),231
1988-08-01,M.W. Gatting (ENG),231
1988-08-01,K.C. Wessels (AUS),230
1988-08-01,K.R. Rutherford (NZ),225
1988-08-01,I.R. Bishop (WI),217
1988-08-01,Javed Miandad (PAK),215
1988-08-01,E.A. Brandes (ZIM),214
1988-08-01,M.P. Jarvis (ZIM),214
1988-08-01,D.K. Morrison (NZ),213
1988-08-01,S.K. Sharma (IND),209
1988-08-01,K. Srikkanth (IND),206
1988-08-01,E.J. Gray (NZ),197
1988-08-01,A.P. Gurusinha (SL),195
1988-08-01,I.P. Butchart (ZIM),191
1988-08-01,Iqbal Qasim (PAK),188
1988-08-01,Naved Anjum (PAK),173
1988-08-01,N.G.B. Cook (ENG),146
1988-08-01,G.K. Robertson (NZ),138
1988-08-01,Mansoor Akhtar (PAK),135
1988-08-01,W.V. Raman (IND),127
1988-08-01,Asif Mujtaba (PAK),126
1988-08-01,Jahangir Shah (BAN),126
1988-08-01,Ghulam Farooq (BAN),106
1988-08-01,M.A.R. Samarasekera (SL),93
1988-08-01,C.G. Greenidge (WI),80
1988-09-01,Maninder Singh (IND),789
1988-09-01,R.J. Hadlee (NZ),781
1988-09-01,M.D. Marshall (WI),775
1988-09-01,E.J. Chatfield (NZ),745
1988-09-01,Abdul Qadir (PAK),740
1988-09-01,P.A.J. DeFreitas (ENG),737
1988-09-01,C.A. Walsh (WI),736
1988-09-01,Wasim Akram (PAK),731
1988-09-01,Kapil Dev (IND),731
1988-09-01,Imran Khan (PAK),715
1988-09-01,B.P. Patterson (WI),668
1988-09-01,C.J. McDermott (AUS),666
1988-09-01,N.A. Foster (ENG),658
1988-09-01,J.E. Emburey (ENG),656
1988-09-01,S.R. Waugh (AUS),653
1988-09-01,R.J. Shastri (IND),651
1988-09-01,R.A. Harper (WI),630
1988-09-01,S.P. O'Donnell (AUS),608
1988-09-01,G.F. Lawson (AUS),608
1988-09-01,M.C. Snedden (NZ),605
1988-09-01,Tauseef Ahmed (PAK),599
1988-09-01,G.C. Small (ENG),595
1988-09-01,B.A. Reid (AUS),593
1988-09-01,G.R.J. Matthews (AUS),587
1988-09-01,W.K.M. Benjamin (WI),586
1988-09-01,Mudassar Nazar (PAK),577
1988-09-01,A.H. Gray (WI),577
1988-09-01,I.T. Botham (ENG),570
1988-09-01,J.R. Ratnayeke (SL),560
1988-09-01,C. Sharma (IND),528
1988-09-01,V.J. Marks (ENG),528
1988-09-01,I.V.A. Richards (WI),525
1988-09-01,W. Watson (NZ),525
1988-09-01,R.J. Ratnayake (SL),517
1988-09-01,P.L. Taylor (AUS),505
1988-09-01,A.I.C. Dodemaide (AUS),502
1988-09-01,D.R. Pringle (ENG),498
1988-09-01,Salim Jaffer (PAK),483
1988-09-01,A. Ranatunga (SL),479
1988-09-01,M. Amarnath (IND),466
1988-09-01,E.A.E. Baptiste (WI),454
1988-09-01,C.G. Rackemann (AUS),453
1988-09-01,M. Prabhakar (IND),452
1988-09-01,G.F. Labrooy (SL),430
1988-09-01,A.J. Traicos (SA),430
1988-09-01,J.G. Bracewell (NZ),426
1988-09-01,E.E. Hemmings (ENG),414
1988-09-01,T.M. Alderman (AUS),396
1988-09-01,M.R. Whitney (AUS),393
1988-09-01,C.E.L. Ambrose (WI),392
1988-09-01,S.D. Anurasiri (SL),390
1988-09-01,N.D. Hirwani (IND),371
1988-09-01,Mohsin Kamal (PAK),368
1988-09-01,P.A. de Silva (SL),367
1988-09-01,Manzoor Elahi (PAK),363
1988-09-01,C.P.H. Ramanayake (SL),361
1988-09-01,M.D. Crowe (NZ),357
1988-09-01,D.J. Capel (ENG),346
1988-09-01,Arshad Ayub (IND),339
1988-09-01,C.L. Hooper (WI),335
1988-09-01,P.W. Jarvis (ENG),318
1988-09-01,T.B.A. May (AUS),313
1988-09-01,Sikander Bakht (PAK),309
1988-09-01,D.N. Patel (NZ),301
1988-09-01,Zakir Khan (PAK),299
1988-09-01,C.M. Kuggeleijn (NZ),291
1988-09-01,M. Azharuddin (IND),274
1988-09-01,N.V. Radford (ENG),266
1988-09-01,S.H.U. Karnain (SL),263
1988-09-01,E.A.R. de Silva (SL),253
1988-09-01,Salim Malik (PAK),251
1988-09-01,G.A. Gooch (ENG),249
1988-09-01,Shoaib Mohammad (PAK),237
1988-09-01,Haafiz Shahid (PAK),235
1988-09-01,A.R. Border (AUS),231
1988-09-01,A.H. Shah (ZIM),231
1988-09-01,M.W. Gatting (ENG),231
1988-09-01,K.C. Wessels (AUS),230
1988-09-01,K.R. Rutherford (NZ),225
1988-09-01,I.R. Bishop (WI),217
1988-09-01,Javed Miandad (PAK),215
1988-09-01,E.A. Brandes (ZIM),214
1988-09-01,M.P. Jarvis (ZIM),214
1988-09-01,D.K. Morrison (NZ),213
1988-09-01,S.K. Sharma (IND),209
1988-09-01,K. Srikkanth (IND),206
1988-09-01,E.J. Gray (NZ),197
1988-09-01,A.P. Gurusinha (SL),195
1988-09-01,I.P. Butchart (ZIM),191
1988-09-01,Iqbal Qasim (PAK),188
1988-09-01,Naved Anjum (PAK),173
1988-09-01,N.G.B. Cook (ENG),146
1988-09-01,G.K. Robertson (NZ),138
1988-09-01,Mansoor Akhtar (PAK),135
1988-09-01,W.V. Raman (IND),127
1988-09-01,Asif Mujtaba (PAK),126
1988-09-01,Jahangir Shah (BAN),126
1988-09-01,Ghulam Farooq (BAN),106
1988-09-01,M.A.R. Samarasekera (SL),93
1988-09-01,C.G. Greenidge (WI),80
1988-10-01,Maninder Singh (IND),789
1988-10-01,R.J. Hadlee (NZ),781
1988-10-01,M.D. Marshall (WI),775
1988-10-01,E.J. Chatfield (NZ),745
1988-10-01,Abdul Qadir (PAK),740
1988-10-01,C.A. Walsh (WI),736
1988-10-01,P.A.J. DeFreitas (ENG),733
1988-10-01,Kapil Dev (IND),731
1988-10-01,Wasim Akram (PAK),731
1988-10-01,Imran Khan (PAK),715
1988-10-01,B.P. Patterson (WI),668
1988-10-01,C.J. McDermott (AUS),666
1988-10-01,J.E. Emburey (ENG),653
1988-10-01,S.R. Waugh (AUS),653
1988-10-01,R.J. Shastri (IND),651
1988-10-01,N.A. Foster (ENG),650
1988-10-01,R.A. Harper (WI),630
1988-10-01,G.C. Small (ENG),615
1988-10-01,G.F. Lawson (AUS),608
1988-10-01,S.P. O'Donnell (AUS),608
1988-10-01,M.C. Snedden (NZ),605
1988-10-01,Tauseef Ahmed (PAK),599
1988-10-01,B.A. Reid (AUS),593
1988-10-01,G.R.J. Matthews (AUS),587
1988-10-01,W.K.M. Benjamin (WI),586
1988-10-01,A.H. Gray (WI),577
1988-10-01,Mudassar Nazar (PAK),577
1988-10-01,J.R. Ratnayeke (SL),569
1988-10-01,I.T. Botham (ENG),567
1988-10-01,C. Sharma (IND),528
1988-10-01,W. Watson (NZ),525
1988-10-01,I.V.A. Richards (WI),525
1988-10-01,V.J. Marks (ENG),522
1988-10-01,R.J. Ratnayake (SL),515
1988-10-01,P.L. Taylor (AUS),505
1988-10-01,D.R. Pringle (ENG),502
1988-10-01,A.I.C. Dodemaide (AUS),502
1988-10-01,Salim Jaffer (PAK),483
1988-10-01,A. Ranatunga (SL),480
1988-10-01,G.F. Labrooy (SL),477
1988-10-01,M. Amarnath (IND),466
1988-10-01,E.A.E. Baptiste (WI),454
1988-10-01,C.G. Rackemann (AUS),453
1988-10-01,M. Prabhakar (IND),452
1988-10-01,A.J. Traicos (SA),430
1988-10-01,J.G. Bracewell (NZ),426
1988-10-01,E.E. Hemmings (ENG),412
1988-10-01,T.M. Alderman (AUS),396
1988-10-01,M.R. Whitney (AUS),393
1988-10-01,C.E.L. Ambrose (WI),392
1988-10-01,S.D. Anurasiri (SL),388
1988-10-01,N.D. Hirwani (IND),371
1988-10-01,Mohsin Kamal (PAK),368
1988-10-01,Manzoor Elahi (PAK),363
1988-10-01,P.A. de Silva (SL),363
1988-10-01,C.P.H. Ramanayake (SL),360
1988-10-01,M.D. Crowe (NZ),357
1988-10-01,D.J. Capel (ENG),344
1988-10-01,Arshad Ayub (IND),339
1988-10-01,C.L. Hooper (WI),335
1988-10-01,P.W. Jarvis (ENG),317
1988-10-01,T.B.A. May (AUS),313
1988-10-01,Sikander Bakht (PAK),309
1988-10-01,D.N. Patel (NZ),301
1988-10-01,Zakir Khan (PAK),299
1988-10-01,C.M. Kuggeleijn (NZ),291
1988-10-01,G.A. Gooch (ENG),288
1988-10-01,M. Azharuddin (IND),274
1988-10-01,S.H.U. Karnain (SL),262
1988-10-01,E.A.R. de Silva (SL),252
1988-10-01,Salim Malik (PAK),251
1988-10-01,Shoaib Mohammad (PAK),237
1988-10-01,Haafiz Shahid (PAK),235
1988-10-01,A.H. Shah (ZIM),231
1988-10-01,A.R. Border (AUS),231
1988-10-01,M.W. Gatting (ENG),230
1988-10-01,K.C. Wessels (AUS),230
1988-10-01,K.R. Rutherford (NZ),225
1988-10-01,I.R. Bishop (WI),217
1988-10-01,Javed Miandad (PAK),215
1988-10-01,M.P. Jarvis (ZIM),214
1988-10-01,E.A. Brandes (ZIM),214
1988-10-01,D.K. Morrison (NZ),213
1988-10-01,S.K. Sharma (IND),209
1988-10-01,K. Srikkanth (IND),206
1988-10-01,E.J. Gray (NZ),197
1988-10-01,A.P. Gurusinha (SL),194
1988-10-01,I.P. Butchart (ZIM),191
1988-10-01,Iqbal Qasim (PAK),188
1988-10-01,Naved Anjum (PAK),173
1988-10-01,N.G.B. Cook (ENG),145
1988-10-01,G.K. Robertson (NZ),138
1988-10-01,Mansoor Akhtar (PAK),135
1988-10-01,W.V. Raman (IND),127
1988-10-01,Asif Mujtaba (PAK),126
1988-10-01,Jahangir Shah (BAN),126
1988-10-01,M.A.R. Samarasekera (SL),112
1988-10-01,Ghulam Farooq (BAN),106
1988-10-01,C.G. Greenidge (WI),80
1988-10-01,Ghulam Nowsher (BAN),79
1988-11-01,R.J. Hadlee (NZ),781
1988-11-01,M.D. Marshall (WI),760
1988-11-01,Wasim Akram (PAK),759
1988-11-01,Maninder Singh (IND),757
1988-11-01,Kapil Dev (IND),746
1988-11-01,E.J. Chatfield (NZ),745
1988-11-01,P.A.J. DeFreitas (ENG),733
1988-11-01,C.A. Walsh (WI),725
1988-11-01,Abdul Qadir (PAK),720
1988-11-01,Imran Khan (PAK),690
1988-11-01,C.J. McDermott (AUS),661
1988-11-01,J.E. Emburey (ENG),653
1988-11-01,N.A. Foster (ENG),650
1988-11-01,S.R. Waugh (AUS),645
1988-11-01,B.P. Patterson (WI),639
1988-11-01,Tauseef Ahmed (PAK),627
1988-11-01,R.A. Harper (WI),624
1988-11-01,R.J. Shastri (IND),617
1988-11-01,G.C. Small (ENG),615
1988-11-01,M.C. Snedden (NZ),605
1988-11-01,G.F. Lawson (AUS),605
1988-11-01,S.P. O'Donnell (AUS),605
1988-11-01,B.A. Reid (AUS),590
1988-11-01,J.R. Ratnayeke (SL),588
1988-11-01,G.R.J. Matthews (AUS),584
1988-11-01,Mudassar Nazar (PAK),582
1988-11-01,W.K.M. Benjamin (WI),573
1988-11-01,I.T. Botham (ENG),567
1988-11-01,A.H. Gray (WI),566
1988-11-01,W. Watson (NZ),525
1988-11-01,I.V.A. Richards (WI),515
1988-11-01,A.I.C. Dodemaide (AUS),515
1988-11-01,C. Sharma (IND),513
1988-11-01,R.J. Ratnayake (SL),509
1988-11-01,P.L. Taylor (AUS),508
1988-11-01,G.F. Labrooy (SL),505
1988-11-01,D.R. Pringle (ENG),502
1988-11-01,Salim Jaffer (PAK),497
1988-11-01,A. Ranatunga (SL),483
1988-11-01,C.E.L. Ambrose (WI),479
1988-11-01,M. Amarnath (IND),457
1988-11-01,C.G. Rackemann (AUS),450
1988-11-01,E.A.E. Baptiste (WI),445
1988-11-01,M. Prabhakar (IND),439
1988-11-01,A.J. Traicos (SA),430
1988-11-01,J.G. Bracewell (NZ),426
1988-11-01,Arshad Ayub (IND),425
1988-11-01,C.L. Hooper (WI),415
1988-11-01,E.E. Hemmings (ENG),412
1988-11-01,T.M. Alderman (AUS),395
1988-11-01,M.R. Whitney (AUS),391
1988-11-01,S.D. Anurasiri (SL),383
1988-11-01,Manzoor Elahi (PAK),382
1988-11-01,P.A. de Silva (SL),372
1988-11-01,N.D. Hirwani (IND),371
1988-11-01,C.P.H. Ramanayake (SL),366
1988-11-01,M.D. Crowe (NZ),357
1988-11-01,Mohsin Kamal (PAK),351
1988-11-01,T.B.A. May (AUS),347
1988-11-01,D.J. Capel (ENG),344
1988-11-01,S.K. Sharma (IND),333
1988-11-01,P.W. Jarvis (ENG),317
1988-11-01,D.N. Patel (NZ),301
1988-11-01,Sikander Bakht (PAK),298
1988-11-01,I.R. Bishop (WI),296
1988-11-01,C.M. Kuggeleijn (NZ),291
1988-11-01,Zakir Khan (PAK),289
1988-11-01,G.A. Gooch (ENG),288
1988-11-01,K.I.W. Wijegunawardene (SL),286
1988-11-01,M. Azharuddin (IND),267
1988-11-01,Shoaib Mohammad (PAK),264
1988-11-01,S.H.U. Karnain (SL),260
1988-11-01,E.A.R. de Silva (SL),249
1988-11-01,Jahangir Shah (BAN),245
1988-11-01,Salim Malik (PAK),244
1988-11-01,A.H. Shah (ZIM),231
1988-11-01,A.R. Border (AUS),231
1988-11-01,M.W. Gatting (ENG),230
1988-11-01,K.C. Wessels (AUS),229
1988-11-01,K.R. Rutherford (NZ),225
1988-11-01,Javed Miandad (PAK),220
1988-11-01,K. Srikkanth (IND),216
1988-11-01,M.P. Jarvis (ZIM),214
1988-11-01,E.A. Brandes (ZIM),214
1988-11-01,D.K. Morrison (NZ),213
1988-11-01,Naved Anjum (PAK),198
1988-11-01,E.J. Gray (NZ),197
1988-11-01,Haafiz Shahid (PAK),194
1988-11-01,A.P. Gurusinha (SL),192
1988-11-01,I.P. Butchart (ZIM),191
1988-11-01,Ghulam Nowsher (BAN),147
1988-11-01,N.G.B. Cook (ENG),145
1988-11-01,M.A.R. Samarasekera (SL),143
1988-11-01,G.K. Robertson (NZ),138
1988-11-01,Ghulam Farooq (BAN),131
1988-11-01,Mansoor Akhtar (PAK),131
1988-11-01,W.V. Raman (IND),123
1988-11-01,Asif Mujtaba (PAK),122
1988-11-01,Azhar Hussain (BAN),87
1988-11-01,C.G. Greenidge (WI),81
1988-12-01,R.J. Hadlee (NZ),781
1988-12-01,M.D. Marshall (WI),760
1988-12-01,Wasim Akram (PAK),759
1988-12-01,Maninder Singh (IND),751
1988-12-01,E.J. Chatfield (NZ),745
1988-12-01,Kapil Dev (IND),737
1988-12-01,P.A.J. DeFreitas (ENG),733
1988-12-01,C.A. Walsh (WI),725
1988-12-01,Abdul Qadir (PAK),720
1988-12-01,Imran Khan (PAK),690
1988-12-01,C.J. McDermott (AUS),661
1988-12-01,J.E. Emburey (ENG),653
1988-12-01,N.A. Foster (ENG),650
1988-12-01,S.R. Waugh (AUS),645
1988-12-01,B.P. Patterson (WI),639
1988-12-01,Tauseef Ahmed (PAK),627
1988-12-01,R.A. Harper (WI),624
1988-12-01,G.C. Small (ENG),615
1988-12-01,R.J. Shastri (IND),614
1988-12-01,M.C. Snedden (NZ),605
1988-12-01,S.P. O'Donnell (AUS),605
1988-12-01,G.F. Lawson (AUS),605
1988-12-01,J.R. Ratnayeke (SL),591
1988-12-01,B.A. Reid (AUS),590
1988-12-01,G.R.J. Matthews (AUS),584
1988-12-01,Mudassar Nazar (PAK),582
1988-12-01,W.K.M. Benjamin (WI),573
1988-12-01,I.T. Botham (ENG),567
1988-12-01,A.H. Gray (WI),566
1988-12-01,W. Watson (NZ),525
1988-12-01,A.I.C. Dodemaide (AUS),515
1988-12-01,I.V.A. Richards (WI),515
1988-12-01,C. Sharma (IND),510
1988-12-01,P.L. Taylor (AUS),508
1988-12-01,R.J. Ratnayake (SL),504
1988-12-01,D.R. Pringle (ENG),502
1988-12-01,Salim Jaffer (PAK),497
1988-12-01,G.F. Labrooy (SL),491
1988-12-01,C.E.L. Ambrose (WI),479
1988-12-01,M. Amarnath (IND),472
1988-12-01,A. Ranatunga (SL),469
1988-12-01,C.G. Rackemann (AUS),450
1988-12-01,E.A.E. Baptiste (WI),445
1988-12-01,Arshad Ayub (IND),443
1988-12-01,M. Prabhakar (IND),437
1988-12-01,A.J. Traicos (SA),430
1988-12-01,J.G. Bracewell (NZ),426
1988-12-01,C.L. Hooper (WI),415
1988-12-01,E.E. Hemmings (ENG),412
1988-12-01,S.D. Anurasiri (SL),398
1988-12-01,T.M. Alderman (AUS),395
1988-12-01,M.R. Whitney (AUS),391
1988-12-01,Manzoor Elahi (PAK),382
1988-12-01,C.P.H. Ramanayake (SL),375
1988-12-01,N.D. Hirwani (IND),369
1988-12-01,P.A. de Silva (SL),364
1988-12-01,M.D. Crowe (NZ),357
1988-12-01,Mohsin Kamal (PAK),351
1988-12-01,T.B.A. May (AUS),347
1988-12-01,D.J. Capel (ENG),344
1988-12-01,K.I.W. Wijegunawardene (SL),342
1988-12-01,S.K. Sharma (IND),334
1988-12-01,P.W. Jarvis (ENG),317
1988-12-01,D.N. Patel (NZ),301
1988-12-01,Sikander Bakht (PAK),298
1988-12-01,I.R. Bishop (WI),296
1988-12-01,C.M. Kuggeleijn (NZ),291
1988-12-01,Zakir Khan (PAK),289
1988-12-01,G.A. Gooch (ENG),288
1988-12-01,M. Azharuddin (IND),266
1988-12-01,Shoaib Mohammad (PAK),264
1988-12-01,S.H.U. Karnain (SL),255
1988-12-01,E.A.R. de Silva (SL),247
1988-12-01,Jahangir Shah (BAN),244
1988-12-01,Salim Malik (PAK),244
1988-12-01,A.R. Border (AUS),231
1988-12-01,A.H. Shah (ZIM),231
1988-12-01,M.W. Gatting (ENG),230
1988-12-01,K.C. Wessels (AUS),229
1988-12-01,K. Srikkanth (IND),227
1988-12-01,K.R. Rutherford (NZ),225
1988-12-01,A.W.R. Madurasinghe (SL),223
1988-12-01,Javed Miandad (PAK),220
1988-12-01,E.A. Brandes (ZIM),214
1988-12-01,M.P. Jarvis (ZIM),214
1988-12-01,D.K. Morrison (NZ),213
1988-12-01,Naved Anjum (PAK),198
1988-12-01,E.J. Gray (NZ),197
1988-12-01,I.P. Butchart (ZIM),191
1988-12-01,A.P. Gurusinha (SL),190
1988-12-01,Ghulam Farooq (BAN),182
1988-12-01,Azhar Hussain (BAN),155
1988-12-01,Ghulam Nowsher (BAN),153
1988-12-01,M.A.R. Samarasekera (SL),148
1988-12-01,N.G.B. Cook (ENG),145
1988-12-01,G.K. Robertson (NZ),138
1988-12-01,Mansoor Akhtar (PAK),131
1988-12-01,W.V. Raman (IND),123
1988-12-01,Asif Mujtaba (PAK),122
1988-12-01,A.K. Sharma (IND),99
1989-01-01,M.D. Marshall (WI),785
1989-01-01,C.A. Walsh (WI),766
1989-01-01,R.J. Hadlee (NZ),765
1989-01-01,Maninder Singh (IND),759
1989-01-01,Kapil Dev (IND),751
1989-01-01,Wasim Akram (PAK),746
1989-01-01,P.A.J. DeFreitas (ENG),733
1989-01-01,E.J. Chatfield (NZ),707
1989-01-01,Abdul Qadir (PAK),697
1989-01-01,Imran Khan (PAK),682
1989-01-01,C.J. McDermott (AUS),669
1989-01-01,J.E. Emburey (ENG),653
1989-01-01,N.A. Foster (ENG),650
1989-01-01,S.R. Waugh (AUS),638
1989-01-01,W.K.M. Benjamin (WI),632
1989-01-01,B.P. Patterson (WI),623
1989-01-01,G.C. Small (ENG),615
1989-01-01,M.C. Snedden (NZ),602
1989-01-01,R.J. Shastri (IND),601
1989-01-01,R.A. Harper (WI),599
1989-01-01,Tauseef Ahmed (PAK),598
1989-01-01,G.F. Lawson (AUS),596
1989-01-01,S.P. O'Donnell (AUS),595
1989-01-01,J.R. Ratnayeke (SL),591
1989-01-01,B.A. Reid (AUS),582
1989-01-01,G.R.J. Matthews (AUS),576
1989-01-01,Mudassar Nazar (PAK),575
1989-01-01,I.T. Botham (ENG),567
1989-01-01,A.H. Gray (WI),552
1989-01-01,C.E.L. Ambrose (WI),551
1989-01-01,W. Watson (NZ),533
1989-01-01,P.L. Taylor (AUS),521
1989-01-01,A.I.C. Dodemaide (AUS),507
