web-scraper-order,web-scraper-start-url,espn2,espn2-href,espn3,espn3-href,BATSMEN,Runs,Balls,Minutes,Fours,Sixes,StrikeRate
"1603231737-9154","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2048","https://stats.espncricinfo.com/ci/engine/match/562446.html","Umar Gul","7","19","20","0","0","36.84"
"1603230553-2500","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2352","https://stats.espncricinfo.com/ci/engine/match/1152839.html","CR Woakes","0","2","4","0","0","0.00"
"1603231221-6333","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2176","https://stats.espncricinfo.com/ci/engine/match/895773.html","FDM Karunaratne","9","19","34","0","0","47.36"
"1603231380-7198","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2136","https://stats.espncricinfo.com/ci/engine/match/745155.html","","null","null","null","null","null","null"
"1603231216-6329","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2177","https://stats.espncricinfo.com/ci/engine/match/895775.html","","null","null","null","null","null","null"
"1603230586-2795","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2339","https://stats.espncricinfo.com/ci/engine/match/1144996.html","Extras","20","","null","null","null","null"
"1603230579-2718","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2342","https://stats.espncricinfo.com/ci/engine/match/1158062.html","RL Chase","54","118","144","5","1","45.76"
"1603230882-4516","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2260","https://stats.espncricinfo.com/ci/engine/match/1077954.html","","null","null","null","null","null","null"
"1603231022-5337","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2224","https://stats.espncricinfo.com/ci/engine/match/1050229.html","Extras","22","","null","null","null","null"
"1603230507-2089","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2370","https://stats.espncricinfo.com/ci/engine/match/1193500.html","","null","null","null","null","null","null"
"1603231644-8653","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2070","https://stats.espncricinfo.com/ci/engine/match/573013.html","","null","null","null","null","null","null"
"1603230889-4570","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2258","https://stats.espncricinfo.com/ci/engine/match/1062576.html","","null","null","null","null","null","null"
"1603231292-6745","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2158","https://stats.espncricinfo.com/ci/engine/match/766931.html","KAJ Roach","1","16","31","0","0","6.25"
"1603230494-1994","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2375","https://stats.espncricinfo.com/ci/engine/match/1206636.html","","null","null","null","null","null","null"
"1603231567-8238","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2090","https://stats.espncricinfo.com/ci/engine/match/566932.html","","null","null","null","null","null","null"
"1603230661-3328","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2315","https://stats.espncricinfo.com/ci/engine/match/1119550.html","","null","null","null","null","null","null"
"1603230953-4897","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2243","https://stats.espncricinfo.com/ci/engine/match/936147.html","","null","null","null","null","null","null"
"1603230785-3995","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2284","https://stats.espncricinfo.com/ci/engine/match/1115793.html","RL Chase","5","16","27","1","0","31.25"
"1603230698-3496","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2306","https://stats.espncricinfo.com/ci/engine/match/1135149.html","","null","null","null","null","null","null"
"1603230477-1887","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2380","https://stats.espncricinfo.com/ci/engine/match/1185306.html","","null","null","null","null","null","null"
"1603231680-8848","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2062","https://stats.espncricinfo.com/ci/engine/match/565807.html","PP Ojha","0","4","9","0","0","0.00"
"1603230533-2314","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2360","https://stats.espncricinfo.com/ci/engine/match/1152849.html","TM Head","19","22","49","3","0","86.36"
"1603231078-5625","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2210","https://stats.espncricinfo.com/ci/engine/match/1024041.html","Extras","2","","null","null","null","null"
"1603231129-5900","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2197","https://stats.espncricinfo.com/ci/engine/match/800463.html","JE Root","50","79","113","5","0","63.29"
"1603231292-6739","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2158","https://stats.espncricinfo.com/ci/engine/match/766931.html","J Blackwood","26","58","85","5","0","44.82"
"1603231344-7012","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2145","https://stats.espncricinfo.com/ci/engine/match/760785.html","Mahmudullah","16","68","102","1","0","23.52"
"1603231129-5909","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2197","https://stats.espncricinfo.com/ci/engine/match/800463.html","","null","null","null","null","null","null"
"1603231556-8177","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2093","https://stats.espncricinfo.com/ci/engine/match/566935.html","","null","null","null","null","null","null"
"1603231409-7389","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2128","https://stats.espncricinfo.com/ci/engine/match/667711.html","Extras","10","","null","null","null","null"
"1603231103-5741","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2204","https://stats.espncricinfo.com/ci/engine/match/913615.html","JM Vince","35","59","78","4","0","59.32"
"1603231620-8529","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2077","https://stats.espncricinfo.com/ci/engine/match/569243.html","","null","null","null","null","null","null"
"1603231049-5471","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2217","https://stats.espncricinfo.com/ci/engine/match/995455.html","","null","null","null","null","null","null"
"1603230956-4920","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2242","https://stats.espncricinfo.com/ci/engine/match/1000883.html","","null","null","null","null","null","null"
"1603231007-5239","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2228","https://stats.espncricinfo.com/ci/engine/match/1059702.html","MDKJ Perera †","110","121","192","15","2","90.90"
"1603231211-6291","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2178","https://stats.espncricinfo.com/ci/engine/match/743971.html","SPD Smith","143","252","387","17","2","56.74"
"1603230611-2958","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2331","https://stats.espncricinfo.com/ci/engine/match/1153312.html","","null","null","null","null","null","null"
"1603230831-4238","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2273","https://stats.espncricinfo.com/ci/engine/match/1104285.html","Mustafizur Rahman","0","2","7","0","0","0.00"
"1603230882-4524","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2260","https://stats.espncricinfo.com/ci/engine/match/1077954.html","","null","null","null","null","null","null"
"1603231090-5669","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2207","https://stats.espncricinfo.com/ci/engine/match/1022593.html","","null","null","null","null","null","null"
"1603231125-5883","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2198","https://stats.espncricinfo.com/ci/engine/match/892519.html","JO Holder (c)","1","9","6","0","0","11.11"
"1603231380-7200","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2136","https://stats.espncricinfo.com/ci/engine/match/745155.html","","null","null","null","null","null","null"
"1603231600-8427","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2082","https://stats.espncricinfo.com/ci/engine/match/602473.html","Rubel Hossain","0","5","4","0","0","0.00"
"1603230967-4984","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2239","https://stats.espncricinfo.com/ci/engine/match/1034815.html","KK Jennings","112","219","272","13","0","51.14"
